Acessando Banco de Dados de Materiais ... :) 

Criando Conjunto de Dados ... :) 

Iteration 1, loss = 79020348137923536.00000000
Iteration 632, loss = 15093607128396712.00000000
Iteration 633, loss = 15019693824168120.00000000
Iteration 634, loss = 15031379647723428.00000000
Iteration 635, loss = 15026770389820630.00000000
Iteration 636, loss = 14953837128734362.00000000
Iteration 637, loss = 14890299901528720.00000000
Iteration 638, loss = 14879211894488630.00000000
Iteration 639, loss = 14869050913550068.00000000
Iteration 640, loss = 14812261890162904.00000000
Iteration 641, loss = 14794575411943924.00000000
Iteration 642, loss = 14773338561326194.00000000
Iteration 643, loss = 14722833589311574.00000000
Iteration 644, loss = 14710723835145882.00000000
Iteration 645, loss = 14649910914423552.00000000
Iteration 646, loss = 14611464163593924.00000000
Iteration 647, loss = 14568603596446388.00000000
Iteration 648, loss = 14594076199381606.00000000
Iteration 649, loss = 14558261777625872.00000000
Iteration 650, loss = 14495263764268046.00000000
Iteration 651, loss = 14467572695546022.00000000
Iteration 652, loss = 14470556133136372.00000000
Iteration 653, loss = 14467355435900860.00000000
Iteration 654, loss = 14334494155671824.00000000
Iteration 655, loss = 14315068861081004.00000000
Iteration 656, loss = 14323226770780550.00000000
Iteration 657, loss = 14277083531855192.00000000
Iteration 658, loss = 14257028920264548.00000000
Iteration 659, loss = 14244481088186356.00000000
Iteration 660, loss = 14179277451204838.00000000
Iteration 661, loss = 14188480292157884.00000000
Iteration 662, loss = 14114986468139938.00000000
Iteration 663, loss = 14189142731055180.00000000
Iteration 664, loss = 14095001438214106.00000000
Iteration 665, loss = 14017363021775932.00000000
Iteration 666, loss = 14036101782814286.00000000
Iteration 667, loss = 14044119830285494.00000000
Iteration 668, loss = 13929677276767388.00000000
Iteration 669, loss = 13900719183716514.00000000
Iteration 670, loss = 13874332889062432.00000000
Iteration 671, loss = 13889958433268744.00000000
Iteration 672, loss = 13845147022289150.00000000
Iteration 673, loss = 13843387916668988.00000000
Iteration 674, loss = 13763581261370382.00000000
Iteration 675, loss = 13782782328484324.00000000
Iteration 676, loss = 13728900578277390.00000000
Iteration 677, loss = 13799478236146442.00000000
Iteration 678, loss = 13735357418266328.00000000
Iteration 679, loss = 13636709541063164.00000000
Iteration 680, loss = 13684485495367890.00000000
Iteration 681, loss = 13518976681606946.00000000
Iteration 682, loss = 13526325997508404.00000000
Iteration 683, loss = 13537261172566890.00000000
Iteration 684, loss = 13499861333066848.00000000
Iteration 685, loss = 13442180286889846.00000000
Iteration 686, loss = 13558145643112248.00000000
Iteration 687, loss = 13405990904289992.00000000
Iteration 688, loss = 13404964708503348.00000000
Iteration 689, loss = 13366540483882326.00000000
Iteration 690, loss = 13350997808518628.00000000
Iteration 691, loss = 13293955960418826.00000000
Iteration 692, loss = 13264740030585374.00000000
Iteration 693, loss = 13237436914351954.00000000
Iteration 694, loss = 13245439235822278.00000000
Iteration 695, loss = 13156601347235142.00000000
Iteration 696, loss = 13171019247452150.00000000
Iteration 697, loss = 13194311337466498.00000000
Iteration 698, loss = 13104299120580344.00000000
Iteration 699, loss = 13064777754155510.00000000
Iteration 700, loss = 13051244139800936.00000000
Iteration 701, loss = 13052434998212758.00000000
Iteration 702, loss = 12983941298918250.00000000
Iteration 703, loss = 13026604362524518.00000000
Iteration 704, loss = 12937583829042560.00000000
Iteration 705, loss = 12938970758940376.00000000
Iteration 706, loss = 12861202523176368.00000000
Iteration 707, loss = 12883402966822038.00000000
Iteration 708, loss = 12822934951976596.00000000
Iteration 709, loss = 12815254697138938.00000000
Iteration 710, loss = 12795990768141648.00000000
Iteration 711, loss = 12745340311285842.00000000
Iteration 712, loss = 12732311116279986.00000000
Iteration 713, loss = 12714150166953880.00000000
Iteration 714, loss = 12662233357850348.00000000
Iteration 715, loss = 12673924442551792.00000000
Iteration 716, loss = 12642934930221654.00000000
Iteration 717, loss = 12604471690996658.00000000
Iteration 718, loss = 12593103285871774.00000000
Iteration 719, loss = 12541846546745148.00000000
Iteration 720, loss = 12574073189859302.00000000
Iteration 721, loss = 12524753435815980.00000000
Iteration 722, loss = 12498040597954548.00000000
Iteration 723, loss = 12453228418422058.00000000
Iteration 724, loss = 12473646162290660.00000000
Iteration 725, loss = 12391025494944504.00000000
Iteration 726, loss = 12333084364976808.00000000
Iteration 727, loss = 12391760792598168.00000000
Iteration 728, loss = 12311183887352590.00000000
Iteration 729, loss = 12286669641387810.00000000
Iteration 730, loss = 12286299800971334.00000000
Iteration 731, loss = 12344716813617098.00000000
Iteration 732, loss = 12241443646567122.00000000
Iteration 733, loss = 12207402448603118.00000000
Iteration 734, loss = 12147395408743446.00000000
Iteration 735, loss = 12168658998579796.00000000
Iteration 736, loss = 12127711181040362.00000000
Iteration 737, loss = 12129889148809950.00000000
Iteration 738, loss = 12034511025805492.00000000
Iteration 739, loss = 12019679282363530.00000000
Iteration 740, loss = 12000507469783614.00000000
Iteration 741, loss = 12058859829905492.00000000
Iteration 742, loss = 11987520408951792.00000000
Iteration 743, loss = 12030222463045710.00000000
Iteration 744, loss = 11925688978727720.00000000
Iteration 745, loss = 11854822739539492.00000000
Iteration 746, loss = 11851031244427796.00000000
Iteration 747, loss = 11841722229816798.00000000
Iteration 748, loss = 11806068185670138.00000000
Iteration 749, loss = 11793224914268226.00000000
Iteration 750, loss = 11820989289731512.00000000
Iteration 751, loss = 11789918628571162.00000000
Iteration 752, loss = 11671798434990666.00000000
Iteration 753, loss = 11711081599158410.00000000
Iteration 754, loss = 11706553286920066.00000000
Iteration 755, loss = 11646451010978216.00000000
Iteration 756, loss = 11674650525262236.00000000
Iteration 757, loss = 11609575999300696.00000000
Iteration 758, loss = 11575866188401532.00000000
Iteration 759, loss = 11557212580616048.00000000
Iteration 760, loss = 11607891363014388.00000000
Iteration 761, loss = 11497255520178502.00000000
Iteration 762, loss = 11549081599698368.00000000
Iteration 763, loss = 11503505091892490.00000000
Iteration 764, loss = 11434797039542566.00000000
Iteration 765, loss = 11404421769927384.00000000
Iteration 766, loss = 11424005506580450.00000000
Iteration 767, loss = 11398387131675068.00000000
Iteration 768, loss = 11381022186359422.00000000
Iteration 769, loss = 11405958134756208.00000000
Iteration 770, loss = 11319067784432960.00000000
Iteration 771, loss = 11312950325397094.00000000
Iteration 772, loss = 11282077808993660.00000000
Iteration 773, loss = 11279750449039746.00000000
Iteration 774, loss = 11263067728107200.00000000
Iteration 775, loss = 11209010547535256.00000000
Iteration 776, loss = 11184291742885104.00000000
Iteration 777, loss = 11173604195013844.00000000
Iteration 778, loss = 11186237693541188.00000000
Iteration 779, loss = 11193613174370520.00000000
Iteration 780, loss = 11125669207400882.00000000
Iteration 781, loss = 11210392006724588.00000000
Iteration 782, loss = 11116028859934296.00000000
Iteration 783, loss = 11076756169382932.00000000
Iteration 784, loss = 11046600958688108.00000000
Iteration 785, loss = 11066185119507986.00000000
Iteration 786, loss = 11034407500039706.00000000
Iteration 787, loss = 10981515842979620.00000000
Iteration 788, loss = 10946545665473184.00000000
Iteration 789, loss = 10943422255809404.00000000
Iteration 790, loss = 10918330412823934.00000000
Iteration 791, loss = 10820324708433594.00000000
Iteration 792, loss = 10863336862967148.00000000
Iteration 793, loss = 10823211887817828.00000000
Iteration 794, loss = 10834499279379664.00000000
Iteration 795, loss = 10821776667741886.00000000
Iteration 796, loss = 10718640197318060.00000000
Iteration 797, loss = 10734990281247976.00000000
Iteration 798, loss = 10698311763292820.00000000
Iteration 799, loss = 10681163968946372.00000000
Iteration 800, loss = 10681948878623646.00000000
Iteration 801, loss = 10645477412516810.00000000
Iteration 802, loss = 10640189256210492.00000000
Iteration 803, loss = 10633121061388002.00000000
Iteration 804, loss = 10566010575536488.00000000
Iteration 805, loss = 10569179165071866.00000000
Iteration 806, loss = 10600052456321752.00000000
Iteration 807, loss = 10476106603288404.00000000
Iteration 808, loss = 10523593987114852.00000000
Iteration 809, loss = 10446291363373312.00000000
Iteration 810, loss = 10449074695392878.00000000
Iteration 811, loss = 10456536762241322.00000000
Iteration 812, loss = 10370406722331340.00000000
Iteration 813, loss = 10385109883743028.00000000
Iteration 814, loss = 10369571217179972.00000000
Iteration 815, loss = 10390878616455730.00000000
Iteration 816, loss = 10317445258411224.00000000
Iteration 817, loss = 10261789316821504.00000000
Iteration 818, loss = 10307168496491794.00000000
Iteration 819, loss = 10268237774573974.00000000
Iteration 820, loss = 10212852930744370.00000000
Iteration 821, loss = 10205055002106568.00000000
Iteration 822, loss = 10241251334904530.00000000
Iteration 823, loss = 10207671002420152.00000000
Iteration 824, loss = 10182703020015952.00000000
Iteration 825, loss = 10116061315711014.00000000
Iteration 826, loss = 10069732567649404.00000000
Iteration 827, loss = 10048921218098144.00000000
Iteration 828, loss = 10127740284079216.00000000
Iteration 829, loss = 10096943594375154.00000000
Iteration 830, loss = 10019102632881004.00000000
Iteration 831, loss = 10016811695331716.00000000
Iteration 832, loss = 9992727192205422.00000000
Iteration 833, loss = 9939181241874202.00000000
Iteration 834, loss = 10009108282122446.00000000
Iteration 835, loss = 9920083221825710.00000000
Iteration 836, loss = 9891360618013478.00000000
Iteration 837, loss = 9836318291636492.00000000
Iteration 838, loss = 9846337246452082.00000000
Iteration 839, loss = 9799243529857720.00000000
Iteration 840, loss = 9774942470712452.00000000
Iteration 841, loss = 9712215207981018.00000000
Iteration 842, loss = 9787622040584094.00000000
Iteration 843, loss = 9717014291086290.00000000
Iteration 844, loss = 9671240142926254.00000000
Iteration 845, loss = 9669295826668610.00000000
Iteration 846, loss = 9673856548662274.00000000
Iteration 847, loss = 9676793446240224.00000000
Iteration 848, loss = 9594358956714862.00000000
Iteration 849, loss = 9551743606379958.00000000
Iteration 850, loss = 9545168169503732.00000000
Iteration 851, loss = 9492934869929124.00000000
Iteration 852, loss = 9529087807341576.00000000
Iteration 853, loss = 9489386877464182.00000000
Iteration 854, loss = 9415077520166690.00000000
Iteration 855, loss = 9465101633206478.00000000
Iteration 856, loss = 9399070940383892.00000000
Iteration 857, loss = 9344137082787372.00000000
Iteration 858, loss = 9342595016426032.00000000
Iteration 859, loss = 9328149339706574.00000000
Iteration 860, loss = 9274793328039712.00000000
Iteration 861, loss = 9327265332177290.00000000
Iteration 862, loss = 9248184005827962.00000000
Iteration 863, loss = 9215409039804548.00000000
Iteration 864, loss = 9213890898710330.00000000
Iteration 865, loss = 9168735230447242.00000000
Iteration 866, loss = 9144568179010664.00000000
Iteration 867, loss = 9144850486965748.00000000
Iteration 868, loss = 9213407123699634.00000000
Iteration 869, loss = 9076494715867070.00000000
Iteration 870, loss = 9055051335868804.00000000
Iteration 871, loss = 9084923864911082.00000000
Iteration 872, loss = 9022160807830040.00000000
Iteration 873, loss = 8988705154006402.00000000
Iteration 874, loss = 8938961535632065.00000000
Iteration 875, loss = 8943988000906227.00000000
Iteration 876, loss = 8918493158760934.00000000
Iteration 877, loss = 8855092670318313.00000000
Iteration 878, loss = 8886686794981837.00000000
Iteration 879, loss = 8866654498397156.00000000
Iteration 880, loss = 8833552994147236.00000000
Iteration 881, loss = 8795377453748901.00000000
Iteration 882, loss = 8740246282279638.00000000
Iteration 883, loss = 8822276411652660.00000000
Iteration 884, loss = 8752674626486333.00000000
Iteration 885, loss = 8677534674988732.00000000
Iteration 886, loss = 8640149681081635.00000000
Iteration 887, loss = 8660896931916168.00000000
Iteration 888, loss = 8586118106205630.00000000
Iteration 889, loss = 8568551710936668.00000000
Iteration 890, loss = 8520667705741237.00000000
Iteration 891, loss = 8492392475565415.00000000
Iteration 892, loss = 8482035717900504.00000000
Iteration 893, loss = 8475703342896616.00000000
Iteration 894, loss = 8456650439325814.00000000
Iteration 895, loss = 8500882940425089.00000000
Iteration 896, loss = 8342016673462944.00000000
Iteration 897, loss = 8360559869021902.00000000
Iteration 898, loss = 8342443140231527.00000000
Iteration 899, loss = 8266459595439716.00000000
Iteration 900, loss = 8302322467604617.00000000
Iteration 901, loss = 8325872303242159.00000000
Iteration 902, loss = 8197505685267070.00000000
Iteration 903, loss = 8150299205825452.00000000
Iteration 904, loss = 8143332696843851.00000000
Iteration 905, loss = 8144610242871355.00000000
Iteration 906, loss = 8098660487301466.00000000
Iteration 907, loss = 8079106578110857.00000000
Iteration 908, loss = 8037501970109043.00000000
Iteration 909, loss = 8010806211149938.00000000
Iteration 910, loss = 8012063990498063.00000000
Iteration 911, loss = 7988430411352317.00000000
Iteration 912, loss = 7915207530712524.00000000
Iteration 913, loss = 7904556525785166.00000000
Iteration 914, loss = 7938932277160466.00000000
Iteration 915, loss = 7881775034075071.00000000
Iteration 916, loss = 7843141920602248.00000000
Iteration 917, loss = 7833004241799000.00000000
Iteration 918, loss = 7758447807348355.00000000
Iteration 919, loss = 7802567433849914.00000000
Iteration 920, loss = 7732470575371224.00000000
Iteration 921, loss = 7701848071466167.00000000
Iteration 922, loss = 7697481495393239.00000000
Iteration 923, loss = 7627349384411393.00000000
Iteration 924, loss = 7630721195183202.00000000
Iteration 925, loss = 7584381090973093.00000000
Iteration 926, loss = 7627924457911234.00000000
Iteration 927, loss = 7601665864703471.00000000
Iteration 928, loss = 7566716308447267.00000000
Iteration 929, loss = 7524600727817757.00000000
Iteration 930, loss = 7505828032408629.00000000
Iteration 931, loss = 7529253271676655.00000000
Iteration 932, loss = 7495360376743813.00000000
Iteration 933, loss = 7472180714752907.00000000
Iteration 934, loss = 7482134873128149.00000000
Iteration 935, loss = 7386437056119625.00000000
Iteration 936, loss = 7413657447639251.00000000
Iteration 937, loss = 7373995475655485.00000000
Iteration 938, loss = 7364151973877973.00000000
Iteration 939, loss = 7341231410258357.00000000
Iteration 940, loss = 7331742663925688.00000000
Iteration 941, loss = 7299078642236076.00000000
Iteration 942, loss = 7256195747838617.00000000
Iteration 943, loss = 7221887456685125.00000000
Iteration 944, loss = 7264367069845508.00000000
Iteration 945, loss = 7205678578495676.00000000
Iteration 946, loss = 7251893990484896.00000000
Iteration 947, loss = 7209914872171248.00000000
Iteration 948, loss = 7173913892994768.00000000
Iteration 949, loss = 7214475328484912.00000000
Iteration 950, loss = 7116985855922194.00000000
Iteration 951, loss = 7073533438137721.00000000
Iteration 952, loss = 7118417278905586.00000000
Iteration 953, loss = 7069571578716729.00000000
Iteration 954, loss = 7055537867384155.00000000
Iteration 955, loss = 7030889078561411.00000000
Iteration 956, loss = 6970332034098290.00000000
Iteration 957, loss = 6956837893141591.00000000
Iteration 958, loss = 6966691492244168.00000000
Iteration 959, loss = 6942759543676974.00000000
Iteration 960, loss = 6945256824579048.00000000
Iteration 961, loss = 6915674660193054.00000000
Iteration 962, loss = 6902902042485807.00000000
Iteration 963, loss = 6876320607244875.00000000
Iteration 964, loss = 6858402313868513.00000000
Iteration 965, loss = 6808675798146587.00000000
Iteration 966, loss = 6752739617242747.00000000
Iteration 967, loss = 6839027143692021.00000000
Iteration 968, loss = 6809525769890297.00000000
Iteration 969, loss = 6807165691335667.00000000
Iteration 970, loss = 6735101906818577.00000000
Iteration 971, loss = 6741150242462905.00000000
Iteration 972, loss = 6710131355513571.00000000
Iteration 973, loss = 6702992851469073.00000000
Iteration 974, loss = 6669735247093583.00000000
Iteration 975, loss = 6682121467843783.00000000
Iteration 976, loss = 6659807741386971.00000000
Iteration 977, loss = 6604368659275523.00000000
Iteration 978, loss = 6584277061894714.00000000
Iteration 979, loss = 6609853423132473.00000000
Iteration 980, loss = 6575465232676340.00000000
Iteration 981, loss = 6602765793535679.00000000
Iteration 982, loss = 6573401343812527.00000000
Iteration 983, loss = 6565845283901723.00000000
Iteration 984, loss = 6486452845593178.00000000
Iteration 985, loss = 6497336062693203.00000000
Iteration 986, loss = 6467525048908021.00000000
Iteration 987, loss = 6475971841144382.00000000
Iteration 988, loss = 6454200032668127.00000000
Iteration 989, loss = 6448098794344807.00000000
Iteration 990, loss = 6380512319997523.00000000
Iteration 991, loss = 6470036312275413.00000000
Iteration 992, loss = 6426162026135218.00000000
Iteration 993, loss = 6380508124500351.00000000
Iteration 994, loss = 6362142081524125.00000000
Iteration 995, loss = 6355260643153039.00000000
Iteration 996, loss = 6319876491744547.00000000
Iteration 997, loss = 6336315229123936.00000000
Iteration 998, loss = 6314289610096886.00000000
Iteration 999, loss = 6282830525050347.00000000
Iteration 1000, loss = 6283886696606918.00000000
Iteration 1001, loss = 6279994046698828.00000000
Iteration 1002, loss = 6266779428068888.00000000
Iteration 1003, loss = 6231252384131991.00000000
Iteration 1004, loss = 6210338496283504.00000000
Iteration 1005, loss = 6161660948633906.00000000
Iteration 1006, loss = 6291843939086362.00000000
Iteration 1007, loss = 6212974158711194.00000000
Iteration 1008, loss = 6188723135592694.00000000
Iteration 1009, loss = 6129619041292003.00000000
Iteration 1010, loss = 6129994052581683.00000000
Iteration 1011, loss = 6151830918417964.00000000
Iteration 1012, loss = 6160832637054996.00000000
Iteration 1013, loss = 6174213933263670.00000000
Iteration 1014, loss = 6102011004145498.00000000
Iteration 1015, loss = 6091964208219280.00000000
Iteration 1016, loss = 6084340417179792.00000000
Iteration 1017, loss = 6055234100998498.00000000
Iteration 1018, loss = 6044845368787664.00000000
Iteration 1019, loss = 5997157053519129.00000000
Iteration 1020, loss = 6002463740764894.00000000
Iteration 1021, loss = 5986772758619381.00000000
Iteration 1022, loss = 6012627720371432.00000000
Iteration 1023, loss = 5982740017207581.00000000
Iteration 1024, loss = 5953777287171769.00000000
Iteration 1025, loss = 5902876779809808.00000000
Iteration 1026, loss = 5963816131411183.00000000
Iteration 1027, loss = 5931651956725113.00000000
Iteration 1028, loss = 5978181908247358.00000000
Iteration 1029, loss = 5928099328910975.00000000
Iteration 1030, loss = 5848719566189917.00000000
Iteration 1031, loss = 5893055978911026.00000000
Iteration 1032, loss = 5857577275848779.00000000
Iteration 1033, loss = 5838561714102497.00000000
Iteration 1034, loss = 5836988377561392.00000000
Iteration 1035, loss = 5821785470548988.00000000
Iteration 1036, loss = 5807847354464290.00000000
Iteration 1037, loss = 5818545590432706.00000000
Iteration 1038, loss = 5782499717292264.00000000
Iteration 1039, loss = 5806445780561650.00000000
Iteration 1040, loss = 5772359517156909.00000000
Iteration 1041, loss = 5752044244770509.00000000
Iteration 1042, loss = 5721965073933519.00000000
Iteration 1043, loss = 5778331157305113.00000000
Iteration 1044, loss = 5698714658240710.00000000
Iteration 1045, loss = 5721976824759860.00000000
Iteration 1046, loss = 5715656603763987.00000000
Iteration 1047, loss = 5691540265590556.00000000
Iteration 1048, loss = 5695387341732554.00000000
Iteration 1049, loss = 5644809224386711.00000000
Iteration 1050, loss = 5726324880291510.00000000
Iteration 1051, loss = 5619118737017063.00000000
Iteration 1052, loss = 5654559129940241.00000000
Iteration 1053, loss = 5624931665973685.00000000
Iteration 1054, loss = 5599495396899924.00000000
Iteration 1055, loss = 5610438555582471.00000000
Iteration 1056, loss = 5568981210841943.00000000
Iteration 1057, loss = 5582738294896322.00000000
Iteration 1058, loss = 5558929958140738.00000000
Iteration 1059, loss = 5537767624564288.00000000
Iteration 1060, loss = 5510411355639093.00000000
Iteration 1061, loss = 5487477698554618.00000000
Iteration 1062, loss = 5490663917465630.00000000
Iteration 1063, loss = 5499562746486209.00000000
Iteration 1064, loss = 5481976113143180.00000000
Iteration 1065, loss = 5498225168954455.00000000
Iteration 1066, loss = 5448267892881768.00000000
Iteration 1067, loss = 5445253333207096.00000000
Iteration 1068, loss = 5472540215138274.00000000
Iteration 1069, loss = 5512602733619115.00000000
Iteration 1070, loss = 5421807523967898.00000000
Iteration 1071, loss = 5459949444907627.00000000
Iteration 1072, loss = 5396167362020022.00000000
Iteration 1073, loss = 5377331279662534.00000000
Iteration 1074, loss = 5379731183650022.00000000
Iteration 1075, loss = 5365863982456421.00000000
Iteration 1076, loss = 5424863553980245.00000000
Iteration 1077, loss = 5328689440949751.00000000
Iteration 1078, loss = 5323121373113495.00000000
Iteration 1079, loss = 5321499408541468.00000000
Iteration 1080, loss = 5300098145730516.00000000
Iteration 1081, loss = 5343587128179889.00000000
Iteration 1082, loss = 5309889330733400.00000000
Iteration 1083, loss = 5307658533991819.00000000
Iteration 1084, loss = 5290463017684767.00000000
Iteration 1085, loss = 5239495342417064.00000000
Iteration 1086, loss = 5259509393505103.00000000
Iteration 1087, loss = 5288031545164495.00000000
Iteration 1088, loss = 5217264028707349.00000000
Iteration 1089, loss = 5224503992290270.00000000
Iteration 1090, loss = 5242193728783396.00000000
Iteration 1091, loss = 5196043002544530.00000000
Iteration 1092, loss = 5177838997718675.00000000
Iteration 1093, loss = 5197591055245637.00000000
Iteration 1094, loss = 5158152807907077.00000000
Iteration 1095, loss = 5114414330012737.00000000
Iteration 1096, loss = 5147433675672389.00000000
Iteration 1097, loss = 5135521143539216.00000000
Iteration 1098, loss = 5153083253175568.00000000
Iteration 1099, loss = 5088570395961699.00000000
Iteration 1100, loss = 5077110642502324.00000000
Iteration 1101, loss = 5076948129546534.00000000
Iteration 1102, loss = 5096262196537038.00000000
Iteration 1103, loss = 5029317584970081.00000000
Iteration 1104, loss = 5049401089894087.00000000
Iteration 1105, loss = 5039094011577107.00000000
Iteration 1106, loss = 4983701102815539.00000000
Iteration 1107, loss = 4999986220847866.00000000
Iteration 1108, loss = 5070198845482723.00000000
Iteration 1109, loss = 5011132686656109.00000000
Iteration 1110, loss = 5006030873275806.00000000
Iteration 1111, loss = 4985631746650356.00000000
Iteration 1112, loss = 4924774673053457.00000000
Iteration 1113, loss = 4951680435966669.00000000
Iteration 1114, loss = 4930504610779910.00000000
Iteration 1115, loss = 4912446553552450.00000000
Iteration 1116, loss = 4942859560271288.00000000
Iteration 1117, loss = 4893005203931690.00000000
Iteration 1118, loss = 4936612250242199.00000000
Iteration 1119, loss = 4901853214996352.00000000
Iteration 1120, loss = 4894232735361697.00000000
Iteration 1121, loss = 4867082623484145.00000000
Iteration 1122, loss = 4841857271541648.00000000
Iteration 1123, loss = 4857510772192200.00000000
Iteration 1124, loss = 4899573226466029.00000000
Iteration 1125, loss = 4815265785635496.00000000
Iteration 1126, loss = 4815870140171814.00000000
Iteration 1127, loss = 4787766985945016.00000000
Iteration 1128, loss = 4800845975072051.00000000
Iteration 1129, loss = 4799590895527189.00000000
Iteration 1130, loss = 4768261860568464.00000000
Iteration 1131, loss = 4757233944852085.00000000
Iteration 1132, loss = 4777005452608686.00000000
Iteration 1133, loss = 4725281527431591.00000000
Iteration 1134, loss = 4766722075643027.00000000
Iteration 1135, loss = 4733904363718903.00000000
Iteration 1136, loss = 4770268901090133.00000000
Iteration 1137, loss = 4705135700077112.00000000
Iteration 1138, loss = 4724299736959296.00000000
Iteration 1139, loss = 4696183412367962.00000000
Iteration 1140, loss = 4742203874335551.00000000
Iteration 1141, loss = 4682819135739448.00000000
Iteration 1142, loss = 4662625307805484.00000000
Iteration 1143, loss = 4651289979303920.00000000
Iteration 1144, loss = 4662627638906051.00000000
Iteration 1145, loss = 4656796135338172.00000000
Iteration 1146, loss = 4660501008534051.00000000
Iteration 1147, loss = 4641220264384221.00000000
Iteration 1148, loss = 4605082800972797.00000000
Iteration 1149, loss = 4628295119258250.00000000
Iteration 1150, loss = 4606286306311251.00000000
Iteration 1151, loss = 4625494500552562.00000000
Iteration 1152, loss = 4584422664937830.00000000
Iteration 1153, loss = 4565913022287822.00000000
Iteration 1154, loss = 4552093997667580.00000000
Iteration 1155, loss = 4588119144113714.00000000
Iteration 1156, loss = 4531906465024233.00000000
Iteration 1157, loss = 4537473865078133.00000000
Iteration 1158, loss = 4530903289928800.00000000
Iteration 1159, loss = 4512856899801310.00000000
Iteration 1160, loss = 4518900018639768.00000000
Iteration 1161, loss = 4494829858409905.00000000
Iteration 1162, loss = 4509841328118111.00000000
Iteration 1163, loss = 4529850413063023.00000000
Iteration 1164, loss = 4491297051664148.50000000
Iteration 1165, loss = 4452687923657004.50000000
Iteration 1166, loss = 4477072704046958.50000000
Iteration 1167, loss = 4480778009300684.00000000
Iteration 1168, loss = 4454217485381449.50000000
Iteration 1169, loss = 4466788784544300.50000000
Iteration 1170, loss = 4429520989023403.50000000
Iteration 1171, loss = 4416878525892040.00000000
Iteration 1172, loss = 4424335834427183.50000000
Iteration 1173, loss = 4388202301446771.50000000
Iteration 1174, loss = 4478552399911322.00000000
Iteration 1175, loss = 4407423869068738.00000000
Iteration 1176, loss = 4419806260745348.00000000
Iteration 1177, loss = 4380903382880839.50000000
Iteration 1178, loss = 4367910359736980.50000000
Iteration 1179, loss = 4340274807575052.00000000
Iteration 1180, loss = 4337809694147475.50000000
Iteration 1181, loss = 4327873104402441.00000000
Iteration 1182, loss = 4311120773441850.50000000
Iteration 1183, loss = 4303954530425486.00000000
Iteration 1184, loss = 4343498756288713.50000000
Iteration 1185, loss = 4306973064132944.00000000
Iteration 1186, loss = 4301615282637309.00000000
Iteration 1187, loss = 4315828076667905.50000000
Iteration 1188, loss = 4290091139245028.50000000
Iteration 1189, loss = 4284083742758895.50000000
Iteration 1190, loss = 4283157687172186.00000000
Iteration 1191, loss = 4265362409603887.00000000
Iteration 1192, loss = 4254409781758756.50000000
Iteration 1193, loss = 4243951198288582.50000000
Iteration 1194, loss = 4276402325935117.50000000
Iteration 1195, loss = 4271184475985083.00000000
Iteration 1196, loss = 4242791513254260.50000000
Iteration 1197, loss = 4225665324601914.50000000
Iteration 1198, loss = 4229708379654971.50000000
Iteration 1199, loss = 4254880059474891.50000000
Iteration 1200, loss = 4211784282164108.50000000
Iteration 1201, loss = 4182856646327767.50000000
Iteration 1202, loss = 4168877273151708.00000000
Iteration 1203, loss = 4178299445352471.00000000
Iteration 1204, loss = 4169079572345053.50000000
Iteration 1205, loss = 4166224240425740.00000000
Iteration 1206, loss = 4165597698267600.00000000
Iteration 1207, loss = 4136820283508853.50000000
Iteration 1208, loss = 4134958688480046.00000000
Iteration 1209, loss = 4154905024022321.00000000
Iteration 1210, loss = 4106522044734995.00000000
Iteration 1211, loss = 4118015840940175.50000000
Iteration 1212, loss = 4138911194427832.50000000
Iteration 1213, loss = 4144329265922329.50000000
Iteration 1214, loss = 4106484907473891.00000000
Iteration 1215, loss = 4078256827760841.00000000
Iteration 1216, loss = 4126625693052513.00000000
Iteration 1217, loss = 4106369609475559.50000000
Iteration 1218, loss = 4093331696236761.00000000
Iteration 1219, loss = 4062996530219338.50000000
Iteration 1220, loss = 4055992911352847.50000000
Iteration 1221, loss = 4065667367279883.50000000
Iteration 1222, loss = 4081184180262876.50000000
Iteration 1223, loss = 4033305538530757.50000000
Iteration 1224, loss = 4027989989884052.00000000
Iteration 1225, loss = 4031371497837980.50000000
Iteration 1226, loss = 4036018428069831.00000000
Iteration 1227, loss = 4028726838894745.00000000
Iteration 1228, loss = 4037939506996384.50000000
Iteration 1229, loss = 4033863733956680.50000000
Iteration 1230, loss = 4042268140315590.50000000
Iteration 1231, loss = 4008675841473046.00000000
Iteration 1232, loss = 4018446340931416.50000000
Iteration 1233, loss = 4040568972023152.50000000
Iteration 1234, loss = 3998525218293376.00000000
Iteration 1235, loss = 4007626889707782.50000000
Iteration 1236, loss = 4023396447775307.50000000
Iteration 1237, loss = 3963418653115073.50000000
Iteration 1238, loss = 3973389325804571.50000000
Iteration 1239, loss = 3957687820648163.00000000
Iteration 1240, loss = 3958432521495754.50000000
Iteration 1241, loss = 3931783697765080.50000000
Iteration 1242, loss = 3909222616403688.50000000
Iteration 1243, loss = 3935218392357336.00000000
Iteration 1244, loss = 3916293925917954.00000000
Iteration 1245, loss = 3952642574060095.50000000
Iteration 1246, loss = 3895368209545355.50000000
Iteration 1247, loss = 3931295844349782.00000000
Iteration 1248, loss = 3909038197868905.50000000
Iteration 1249, loss = 3931419274652992.50000000
Iteration 1250, loss = 3913206808374247.50000000
Iteration 1251, loss = 3925601778682840.00000000
Iteration 1252, loss = 3910742978461074.50000000
Iteration 1253, loss = 3894214416571074.50000000
